FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
19,1147280,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0516,2016/01/02 02:42:59
20,1147281,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,1,1B,0435,2016/01/01 22:28:00
21,1147283,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,UI,UI,UI,2016/01/01 23:47:00
22,1147291,3699,24,SEX REGISTRATI,290.013 FAIL TO REG-CHG ADDR,3,3B,0748,2016/01/02 02:44:00
23,1147294,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,2,2C,0619,2016/01/01 23:51:59
24,1147298,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0616,2016/01/02 02:32:59
25,1147299,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2B,0563,2016/01/01 23:02:00
26,1147305,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,3,3A,0725,2016/01/02 08:19:59
27,1147306,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0747,2016/01/01 09:48:00
28,1147307,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2B,0553,2016/01/01 10:28:00
29,1147309,5202,27,WEAPON OFFENSE,25400(C)(6)(B) CCW-NOT REG OWN,1,1C,0429,2016/01/02 06:21:59
30,1147322,1313,19,BATTERY,242 PC BATTERY CIVILIAN,5,5A,1396,2016/01/01 21:59:59
31,1147327,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2B,0525,2016/01/01 11:39:59
32,1147328,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0564,2016/01/02 13:18:59
33,1147333,5212,54,WEAPON OFFENSE,21310 POSS DIRK/DAGGER-FEL,2,2B,0546,2016/01/02 08:47:00
34,1147335,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,5,5C,1623,2016/01/02 11:03:00
35,1147336,5404,16,TRAFFIC,23152(E) DUI DRUGS,5,5C,1605,2016/01/02 04:21:00
36,1147339,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1623,2016/01/01 18:00:00
37,1147341,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6E,0876,2016/01/01 09:00:00
38,1147345,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1255,2016/01/01 21:59:59
39,1147348,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4C,1287,2016/01/02 07:34:59
40,1147354,2099,9,ARSON,452(D)PC CAUSE FIRE OF PROPERT,6,6D,0841,2016/01/02 16:28:00
41,1147366,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1034,2016/01/01 11:00:00
42,1147369,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2A,0516,2016/01/02 20:02:00
43,1147371,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2A,0512,2016/01/01 09:43:59
44,1147373,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0734,2016/01/02 08:48:59
45,1147374,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0734,2016/01/02 08:51:59
46,1147375,7399,62,SAC CITY CODE,12.52.030(A) UNLAWFUL CAMP-PUB,3,3M,0734,2016/01/02 09:30:00
47,1147377,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,0734,2016/01/02 08:57:00
48,1147378,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,0734,2016/01/02 09:08:59
49,1147381,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,0734,2016/01/02 09:23:00
50,1147388,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6B,1084,2016/01/02 06:36:00
51,1147510,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2A,0222,2016/01/03 19:21:00
52,1147511,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2A,0504,2016/01/03 02:51:00
53,1147514,2399,2,LARCENY,484 PC PETTY THEFT,3,3M,0735,2016/01/04 02:29:59
54,1147515,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,5,5C,1624,2016/01/03 23:05:00
55,1147516,7000,43A,IMPOUND,IMPOUNDED VEHICLE,UI,UI,UI,2016/01/02 10:54:59
56,1147522,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,6,6D,0861,2016/01/03 00:43:00
57,1147525,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,2,2C,0628,2016/01/03 02:16:59
58,1147527,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,5,5B,1602,2016/01/04 02:13:00
59,1147529,2299,01,BURGLARY,459 PC BURG VEHICLE,5,5C,1639,2016/01/02 16:30:00
60,1147530,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,4,4C,1265,2016/01/03 03:49:00
61,1147531,3560,1,NARCOTICS,11359 HS POSS FOR SALE MARIJ,5,5A,1386,2016/01/04 02:22:00
62,1147533,2399,8,THEFT,485 PC GRAND THFT LOST PROP-F,5,5B,1359,2016/01/04 03:03:00
63,1147534,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,6,6B,1086,2016/01/01 14:00:00
64,1147539,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,5,5A,1363,2016/01/03 09:30:00
65,1147543,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,2,2B,0523,2016/01/03 17:00:00
66,1147549,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4B,1336,2016/01/03 16:30:00
67,1147551,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5A,1371,2016/01/02 15:30:59
68,1147556,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,6,6C,1113,2016/01/04 10:21:59
69,1147572,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0526,2016/01/03 23:52:59
70,1147575,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0512,2016/01/04 08:29:59
71,1147576,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,5,5C,1634,2016/01/04 00:14:00
72,1147577,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0563,2016/01/02 16:12:00
73,1147579,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0123,2016/01/03 00:46:00
74,1147591,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1C,0429,2016/01/03 15:30:00
75,1147595,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,5,5B,1621,2016/01/04 08:45:59
76,1147596,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,3,3M,0742,2016/01/03 20:36:59
77,1147598,2310,0,LARCENY,1708 US THEFT OF MAIL,4,4A,0917,2016/01/02 10:57:59
78,1147599,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0785,2016/01/03 22:05:00
79,1147600,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0306,2016/01/03 09:59:59
80,1147603,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0814,2016/01/03 20:15:00
81,1147612,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2016/01/04 03:00:00
82,1147620,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3M,0745,2016/01/04 08:58:00
83,1147621,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0775,2016/01/04 06:37:59
84,1147626,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0537,2016/01/04 00:00:00
85,1147630,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,2,2C,0628,2016/01/03 08:05:00
86,1147633,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4C,1267,2016/01/03 11:00:00
87,1147635,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4C,1252,2016/01/04 06:00:00
88,1147642,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1C,0426,2016/01/04 12:14:59
89,1147650,2999,15,VANDALISM,594(A)(1) VANDALISM-GRAFFITI,2,2B,0545,2016/01/03 03:49:00
90,1147652,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,4,4C,1251,2016/01/03 21:30:00
91,1147655,3571,0,NARCOTICS,11378 HS POSS/SALE AMPHETAMINE,6,6C,1111,2016/01/04 06:11:59
92,1147656,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1001,2016/01/04 05:15:00
93,1147657,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6A,1081,2016/01/04 15:58:00
94,1147659,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6E,0888,2016/01/04 06:30:00
95,1147660,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,5,5B,1614,2016/01/03 20:50:00
96,1147664,5212,68,WEAPON OFFENSE,25850(A) LOADED GUN IN PUB-F,5,5C,1654,2016/01/04 09:45:00
97,1147670,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4B,0969,2016/01/02 20:00:00
98,1147671,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6B,1065,2016/01/03 21:59:59
99,1147678,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,5,5A,1363,2016/01/04 05:00:00
100,1147686,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0767,2016/01/03 08:00:00
101,1147389,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3B,0766,2016/01/02 18:17:59
102,1147394,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,5,5B,1369,2016/01/02 00:40:00
103,1147399,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0552,2016/01/01 17:39:00
104,1147411,3599,62,NARCOTICS,11377(A) POSS DAN DRUG/SUPER X,UI,UI,UI,2016/01/02 09:01:59
105,1147412,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,3,3B,0747,2016/01/02 10:47:00
106,1147414,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0233,2016/01/02 06:59:59
107,1147416,2803,04,STOLEN PROP,496D(A) PURCH STLN VEH-FEL,2,2A,0204,2016/01/02 21:49:00
108,1147417,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1A,0307,2016/01/02 21:52:00
109,1147420,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0502,2016/01/02 23:05:00
110,1147423,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,6,6C,1441,2016/01/03 00:35:00
111,1147429,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3B,0746,2016/01/02 05:34:00
112,1147433,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,5,5A,1503,2016/01/03 02:19:59
113,1147435,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0438,2016/01/03 01:30:00
114,1147439,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0768,2016/01/03 06:30:00
115,1147442,5212,01,WEAPON OFFENSE,417(A)1) PC BRANDISH NON-GUN,2,2A,0233,2016/01/03 05:19:59
116,1147443,3599,36,NARCOTICS,11364.1(A) POSS UNLAWFUL PARAP,4,4B,0969,2016/01/03 06:23:00
117,1147444,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,4,4C,1287,2016/01/03 06:42:00
118,1147445,5404,8,TRAFFIC,23154(A) VC .01 BA ON PROB-DUI,3,3M,0744,2016/01/03 09:26:00
119,1147446,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2B,0545,2016/01/01 09:51:00
120,1147448,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3A,0701,2016/01/01 17:26:59
121,1147456,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6A,1042,2016/01/02 13:05:59
122,1147459,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,2,2B,0564,2016/01/02 18:52:00
123,1147460,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0232,2016/01/02 21:26:00
124,1147461,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2A,0509,2016/01/03 00:00:00
125,1147462,2605,8,FRAUD,484G(B) PC ACCESS CARD FRAUD,1,1B,0444,2016/01/03 02:16:00
126,1147463,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0222,2016/01/02 18:00:00
127,1147464,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1C,0447,2016/01/02 21:08:00
128,1147466,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0744,2016/01/03 07:41:59
129,1147467,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3M,0735,2016/01/03 08:45:59
130,1147468,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,6,6C,1136,2016/01/03 09:40:59
131,1147470,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1018,2016/01/03 10:34:59
132,1147473,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,6,6A,1042,2016/01/02 23:26:00
133,1147474,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5B,1369,2016/01/02 04:59:00
134,1147477,1315,20,AGG ASSAULT,245(A)(2) AWDW-FIREARM,1,1A,0103,2016/01/03 03:08:00
135,1147478,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2B,0532,2016/01/01 21:36:59
136,1147479,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3M,0745,2016/01/01 11:03:00
137,1147480,5299,127,WEAPON OFFENSE,30305(A)(1) FELON POSS AMMO-F,4,4C,1269,2016/01/03 16:36:00
138,1147483,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,2,2B,0563,2016/01/03 11:45:00
139,1147491,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2A,0510,2016/01/03 17:23:59
140,1147493,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0604,2016/01/03 11:29:00
141,1147494,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,5,5C,1637,2016/01/03 07:28:00
142,1147495,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,3,3M,0732,2016/01/01 18:00:00
143,1147496,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4B,0969,2016/01/03 06:49:59
144,1147499,2099,3,ARSON,451(C) PC ARSON STRUC/LAND,4,4C,1227,2016/01/03 18:58:00
145,1147503,5404,000,TRAFFIC,23152(A) DUI ALCOHOL,6,6E,1102,2016/01/03 04:20:00
146,1147505,5311,5,PUBLIC PEACE,647(F) PC DIP - DISORDERLY,3,3M,0732,2016/01/03 20:06:00
147,1147506,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,1,1B,0435,2016/01/03 22:31:00
148,1147507,5212,57,WEAPON OFFENSE,21810 POSS METAL KNUCKLES-FEL,6,6C,1441,2016/01/04 03:46:00
149,1147508,3599,50,NARCOTICS,4573.5 BRING DRUGS INTO JAIL,4,4A,0965,2016/01/01 23:26:00
150,1147509,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4A,1221,2016/01/02 02:13:00
151,1147687,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,3,3B,0747,2016/01/03 22:30:00
152,1147696,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1058,2016/01/04 00:30:00
153,1147698,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,2,2C,0614,2016/01/03 22:31:00
154,1147699,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3M,0734,2016/01/04 14:16:00
155,1147700,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,5,5C,1639,2016/01/04 16:22:59
156,1147701,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1A,0333,2016/01/04 03:59:59
157,1147702,3599,63,NARCOTICS,11377(A) POSS DANGEROUS DRUG,3,3A,0704,2016/01/04 19:59:00
158,1147703,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,3,3M,0732,2016/01/04 19:21:00
159,1147706,4803,04,OBSTRUCT,148.5 PC FALSE RPT OF CRIME,UI,UI,UI,2016/01/04 13:54:00
160,1147708,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2B,0522,2016/01/04 16:56:00
161,1147711,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6C,1403,2016/01/02 20:51:59
162,1147712,5707,0,PRIVACY,602 PC TRESPASS,3,3M,0742,2016/01/04 16:47:59
163,1147713,1313,21,BATTERY,243(B) PC BATTERY EMERG PERSON,6,6A,1032,2016/01/04 17:35:59
164,1147714,5404,8,TRAFFIC,23154(A) VC .01 BA ON PROB-DUI,6,6C,1443,2016/01/04 05:26:00
165,1147716,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2016/01/03 00:08:00
166,1147718,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,6,6D,0824,2016/01/02 00:59:59
167,1147720,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0928,2016/01/03 03:00:00
168,1147721,2399,2,LARCENY,484 PC PETTY THEFT,4,4C,1294,2016/01/03 14:05:00
169,1147722,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3B,0766,2016/01/01 12:00:00
170,1147723,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6B,1401,2016/01/04 07:28:00
171,1147724,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5B,1614,2016/01/03 14:19:59
172,1147725,3562,01,NARCOTICS,11357(C)HS POSS +28.5GR MARIJ,6,6B,1054,2016/01/04 00:40:59
173,1147726,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,4,4A,0937,2016/01/05 01:12:00
174,1147731,2399,2,LARCENY,484 PC PETTY THEFT,2,2C,0603,2016/01/04 04:14:00
175,1147732,2501,01,FORGERY,476 PC PASS FICTICIOUS CHECK,2,2A,0503,2016/01/04 05:09:00
176,1147735,2206,0,BURGLARY,466 PC POSS OF BURG TOOLS,4,4A,0909,2016/01/04 10:57:59
177,1147737,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0236,2016/01/04 18:20:00
178,1147741,5213,5,WEAPON OFFENSE,246.3(A) PC NEGL DISCH FIREARM,5,5C,1605,2016/01/05 00:16:00
179,1147745,7399,36B,SAC CITY CODE,9.16.140B TRESPASS AFTR NOTICE,2,2B,0563,2016/01/05 01:25:00
180,1147750,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3B,0766,2016/01/04 01:56:00
181,1147755,2605,8,FRAUD,484G(B) PC ACCESS CARD FRAUD,4,4A,0905,2016/01/04 20:57:00
182,1147758,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0622,2016/01/05 00:59:59
183,1147759,2803,4,STOLEN PROP,496D(A) PURCH STLN VEH-MISD,2,2A,0236,2016/01/05 04:28:00
184,1147763,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,1,1A,0123,2016/01/03 19:08:00
185,1147770,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3A,0704,2016/01/05 07:34:00
186,1147776,3599,22,NARCOTICS,11364 HS POSS DRUG PARAPH,2,2B,0563,2016/01/05 04:54:00
187,1147779,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0523,2016/01/03 18:52:00
188,1147784,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4A,0918,2016/01/02 20:00:00
189,1147786,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2C,0628,2016/01/04 20:07:59
190,1147787,5707,0,PRIVACY,602 PC TRESPASS,6,6A,1042,2016/01/04 21:00:00
191,1147792,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0221,2016/01/05 07:14:00
192,1147794,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,5,5B,1614,2016/01/05 06:40:00
193,1147795,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,5,5C,1654,2016/01/05 06:10:00
194,1147798,1313,0,ASSAULT,240 PC ASSAULT/SIMPLE-CIVILIAN,4,4C,1257,2016/01/05 05:23:59
195,1147801,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,2,2A,0516,2016/01/03 22:40:00
196,1147802,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2C,0568,2016/01/05 03:55:00
197,1147805,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1311,2016/01/04 15:59:59
198,1147811,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3B,0746,2016/01/05 03:36:00
199,1147821,2399,2,LARCENY,484 PC PETTY THEFT,2,2A,0516,2016/01/05 00:29:00
200,1147822,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,5,5A,1387,2016/01/05 00:00:00
201,1148152,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0717,2016/01/04 12:00:00
202,1148153,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,3,3A,0707,2016/01/02 21:59:59
203,1148157,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0616,2016/01/05 23:03:59
204,1148158,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,2,2A,0502,2016/01/04 23:25:00
205,1148160,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,1,1C,0429,2016/01/03 06:40:00
206,1148161,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4B,0966,2016/01/03 08:00:00
207,1148163,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5B,1604,2016/01/05 20:10:00
208,1148164,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5A,1391,2016/01/05 20:35:00
209,1148166,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,5,5C,1654,2016/01/03 01:30:00
210,1148169,2399,2,LARCENY,484 PC PETTY THEFT,5,5A,1371,2016/01/04 18:04:59
211,1148175,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0145,2016/01/06 00:20:00
212,1148178,2605,13,THEFT,484G PC THEFT BY CREDIT CARD,2,2C,0623,2016/01/05 20:00:00
213,1148180,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0145,2016/01/06 00:20:00
214,1148181,2310,0,LARCENY,1708 US THEFT OF MAIL,6,6A,1061,2016/01/05 16:44:59
215,1148182,1313,19,BATTERY,242 PC BATTERY CIVILIAN,3,3M,0744,2016/01/06 14:55:00
216,1148183,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,1,1B,0444,2016/01/05 15:49:59
217,1148184,1313,19,BATTERY,242 PC BATTERY CIVILIAN,6,6E,1102,2016/01/05 18:35:00
218,1148185,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2C,0603,2016/01/06 17:05:00
219,1148187,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6D,0821,2016/01/04 08:00:00
220,1148189,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,6,6B,1064,2016/01/05 00:45:00
221,1148191,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,6,6C,1427,2016/01/04 12:59:59
222,1148192,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0927,2016/01/04 06:30:00
223,1148207,1299,2,ROBBERY,211 PC ROBBERY-BUSINESS,6,6B,1086,2016/01/07 03:26:00
224,1148210,5005,2,OBST JUDICIARY,166(A)(4) WILFUL DISOBEY CT OR,1,1A,0348,2016/01/05 16:20:00
225,1148215,2205,3,BURGLARY,459.5 BURGLARY SHOPLIFT < $950,5,5C,1639,2016/01/07 00:55:00
226,1148216,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,0969,2016/01/06 23:55:00
227,1148219,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,3,3A,0709,2016/01/02 08:29:59
228,1148220,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,1,1A,0348,2016/01/02 12:40:00
229,1148224,2999,02,VANDALISM,594(B)(1) VANDL $10000 OR M0RE,4,4A,0926,2016/01/05 17:29:59
230,1148225,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,4,4C,1266,2016/01/05 06:59:59
