FID,Record_ID,Offense_Code,Offense_Ext,Offense_Category,Description,Police_District,Beat,Grid,Occurence_Date
135,1074383,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,4,4C,1227,2015/01/03 04:57:00
136,1074915,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2B,0564,2015/01/04 17:45:59
137,1074385,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,1,1C,0449,2015/01/03 02:00:00
138,1074916,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4B,1356,2015/01/05 02:00:00
139,1074388,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2B,0541,2015/01/03 07:37:00
140,1074917,2205,1,BURGLARY,459 PC BURG BUSINESS-SHOPLIFT,1,1A,0337,2015/01/07 04:09:59
141,1074389,1399,4,BATTERY,243(D) BATTERY CIVILIAN W/INJ,3,3B,0746,2015/01/03 09:48:00
142,1074919,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1645,2015/01/03 18:00:00
143,1074391,2999,05,VANDALISM,594(B)(2)(A) VANDAL UNDER $400,5,5B,1358,2015/01/01 08:15:00
144,1074920,2203,0,BURGLARY,459 PC BURG BUSINESS-FORCE,4,4A,0936,2015/01/04 00:59:59
145,1074397,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0545,2015/01/03 12:49:59
146,1074921,2305,0,LARCENY,484 PETTY THEFT CLOUT UNLOCKED,4,4A,0926,2015/01/04 16:44:59
147,1074398,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,2,2A,0505,2015/01/02 01:53:00
148,1074925,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2A,0224,2015/01/04 20:00:00
149,1074399,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1A,0302,2015/01/02 00:59:59
150,1074404,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6C,1134,2015/01/02 15:59:59
151,1074406,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,2,2B,0541,2015/01/03 00:30:00
152,1074410,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,1,1A,0136,2015/01/02 09:58:00
153,1074411,1299,0,ROBBERY,211 PC ROBBERY-UNSPECIFIED,2,2C,0613,2015/01/02 12:59:59
154,1074412,4801,5,OBSTRUCTING,69 PC RESIST/OBSTRCT EXEC OFC,2,2C,0603,2015/01/02 16:56:00
155,1074413,2301,0A,LARCENY,487(C) GRAND THEFT-PERS <$950,4,4C,1296,2015/01/02 20:36:59
156,1074414,2099,4,ARSON,451(D) PC ARSON OF PROPERTY,4,4B,0989,2015/01/03 18:08:00
157,1074416,3599,35,NARCOTICS,11378 HS POSS CNTRL SUB/SALE,UI,UI,UI,2015/01/02 22:01:00
158,1074423,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1289,2015/01/02 20:00:00
159,1074424,5401,0,TRAFFIC,20002(A) HIT/RUN-FAIL INFO,6,6C,1422,2015/01/01 10:05:59
160,1074426,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2B,0541,2015/01/03 06:11:00
161,1074430,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3M,0744,2015/01/03 03:20:00
162,1074431,5404,17,TRAFFIC,23152(F) DUI ALCOHOL AND DRUGS,2,2C,0618,2015/01/01 08:55:59
163,1074434,7000,43A,IMPOUND,IMPOUNDED VEHICLE,2,2C,0558,2015/01/02 07:22:59
164,1074436,2205,4,BURGLARY,459.5 BURGLARY SHOPLIFT > $950,2,2C,0616,2015/01/04 01:31:59
165,1074439,5212,78,WEAPON OFFENSE,29800(A)(1) FELON POSS GUN,2,2A,0505,2015/01/03 23:48:59
166,1074440,2803,0,STOLEN PROP,496(A) REC STOLEN PROP-FEL,4,4B,1346,2015/01/02 00:08:59
167,1074460,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,2,2B,0552,2015/01/01 19:08:00
168,1074461,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1A,0128,2015/01/02 06:53:59
169,1074462,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,5,5B,1622,2015/01/02 15:59:00
170,1074463,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,5,5B,1622,2015/01/03 00:33:59
171,1074467,5213,7,WEAPON OFFENSE,247(B) PC SHOOT UNOCC BLDG/VEH,4,4B,1346,2015/01/02 23:47:00
172,1074469,3599,61,NARCOTICS,11350(A) POSS CONTROLLED SUBST,6,6D,0851,2015/01/03 02:09:00
173,1074470,7399,07,SAC CITY CODE,5.88.010 SCC UNLAWFUL VENDING,4,4B,0969,2015/01/03 02:45:59
174,1074926,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6C,1422,2015/01/04 19:44:59
175,1074927,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,1,1A,0337,2015/01/04 02:06:00
176,1074928,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,3,3B,0717,2015/01/03 02:00:00
177,1074929,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,5,5C,1634,2015/01/02 05:29:59
178,1074930,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6B,1084,2015/01/04 18:24:59
179,1074931,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2015/01/04 18:04:59
180,1074932,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,4,4C,1269,2015/01/04 18:59:59
181,1074933,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4A,0965,2015/01/01 10:30:00
182,1074934,2299,01,BURGLARY,459 PC BURG VEHICLE,4,4C,1296,2015/01/05 09:06:00
183,1074938,5213,4,WEAPON OFFENSE,246 PC SHOOT OCCUP DWELL/VEH,6,6A,1034,2015/01/03 21:59:59
184,1074939,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,4,4C,1276,2015/01/03 00:00:00
185,1074941,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1056,2015/01/05 16:30:00
186,1074943,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,2,2C,0605,2015/01/06 00:20:00
187,1074945,2202,0,BURGLARY,459 PC BURG RESIDENCE-FORCE,6,6B,1067,2015/01/05 15:59:59
188,1074946,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6C,1124,2015/01/02 21:59:59
189,1074948,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2015/01/05 22:54:59
190,1074951,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1B,0421,2015/01/03 00:30:00
191,1074952,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2015/01/02 15:00:00
192,1074954,1313,19,BATTERY,242 PC BATTERY CIVILIAN,4,4A,0916,2015/01/05 15:20:00
193,1074955,2299,01,BURGLARY,459 PC BURG VEHICLE,3,3B,0717,2015/01/04 13:30:00
194,1074956,1313,19,BATTERY,242 PC BATTERY CIVILIAN,2,2B,0545,2015/01/03 23:29:59
195,1074958,1313,19,BATTERY,242 PC BATTERY CIVILIAN,1,1B,0443,2015/01/01 09:00:00
196,1074959,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,4,4A,0957,2015/01/06 05:36:59
197,1074960,2299,01,BURGLARY,459 PC BURG VEHICLE,6,6D,0847,2015/01/03 03:59:59
198,1074961,2299,01,BURGLARY,459 PC BURG VEHICLE,1,1A,0145,2015/01/04 00:30:00
199,1074962,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2015/01/05 22:30:00
200,1074963,2204,0,BURGLARY,459 PC BURG RESIDENCE-NO FORCE,5,5C,1635,2015/01/06 00:00:00
201,1074684,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,3,3M,0734,2015/01/03 06:29:00
202,1074685,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,1,1B,0444,2015/01/04 10:12:59
203,1074686,7000,43,TOWED/STORED,TOWED/STORED VEHICLE,3,3A,0782,2015/01/04 16:50:00
204,1074687,7000,61,INCIDENT RPT,TOWED/STORED VEH-14602.6,4,4B,1346,2015/01/04 21:40:00
205,1074688,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,1,1B,0422,2015/01/03 10:04:00
206,1074690,5400,1,TRAFFIC,TRAFFIC ACCIDENT-NON-INJURY,4,4A,0947,2015/01/03 19:21:59
207,1074697,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,3,3A,0786,2015/01/06 03:59:59
208,1074705,1299,3,ROBBERY,212.5(A)ROBBERY-INHAB DWELLING,1,1A,0104,2015/01/03 11:42:00
209,1074708,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5C,1607,2015/01/03 03:59:59
210,1074711,2303,1,LARCENY,487(A) PC GRAND THEFT >$950,6,6D,0853,2015/01/03 16:41:59
211,1074712,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,6,6B,1084,2015/01/03 18:56:59
212,1074713,5212,02,WEAPON OFFENSE,417(A)2) PC BRANDISH FIREARM,6,6A,1013,2015/01/03 20:35:59
213,1074714,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,2,2A,0506,2015/01/03 21:16:00
214,1074718,5499,145,TRAFFIC,2800.2(A) VC EVADE RECKLES-MIS,6,6A,1041,2015/01/01 10:49:00
215,1074721,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,4,4A,0924,2015/01/06 01:30:00
216,1074723,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,6,6B,1084,2015/01/04 02:23:59
217,1074724,1203,0,ROBBERY,211 PC ROBBERY-SHOPLIFT,4,4A,0905,2015/01/04 03:00:00
218,1074728,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,5,5A,1365,2015/01/01 21:00:00
219,1074739,1210,0,ROBBERY,211 PC ROBBERY-PURSE SNATCH,4,4B,0969,2015/01/04 04:15:00
220,1074740,2399,4,LARCENY,484 PETTY THEFT/LICENSE PLATE,6,6B,1421,2015/01/04 03:00:00
221,1074748,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,2,2C,0619,2015/01/02 20:00:00
222,1074749,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2015/01/02 22:34:59
223,1074751,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1C,0428,2015/01/04 08:13:00
224,1074753,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2015/01/03 01:02:59
225,1074756,4801,0,OBSTRUCTING,148(A)(1)PC RESIST PEACE OFFCR,3,3B,0766,2015/01/04 09:40:00
226,1074760,2303,3,LARCENY,484 PETTY THEFT-SHOPLIFT,6,6C,1111,2015/01/03 02:29:59
227,1074761,1315,19,AGG ASSAULT,245(A)(1)AWDW-NON-FIREARM,6,6D,1116,2015/01/04 13:12:59
228,1074763,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2015/01/06 05:29:59
229,1074775,2404,0,STOLEN VEHICLE,10851(A)VC TAKE VEH W/O OWNER,1,1A,0106,2015/01/06 05:29:59
230,1074787,2404,13,AUTO THEFT,O/S AGENCY  10851 VC LOCATE,4,4B,1356,2015/01/05 17:32:59
231,1074797,3562,0,NARCOTICS,11357(B)HS POSS -28.5GR MARIJ,2,2C,0604,2015/01/05 01:31:59
